name and surname,preferences
Adelaide Harris,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Oliver Harper,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Byron Harrison,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Vivian Phillips,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Joyce Howard,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Steven Scott,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Dale Bailey,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Rosie Harper,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Tony Douglas,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Alford Morris,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Ada Campbell,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Maddie Ross,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Naomi Richardson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Fenton Russell,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Owen Robinson,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Lucy Ferguson,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
David Roberts,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Amber Robinson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Rebecca Evans,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Chloe Thompson,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Jack Casey,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Kelsey Hill,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Darcy Montgomery,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Valeria Scott,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Lilianna Ryan,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Albert Perkins,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
James Williams,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Maximilian Higgins,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Frederick Rogers,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
James Perry,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Victoria Walker,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Maya Owens,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Emma Evans,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Stuart Farrell,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Kellan Warren,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Steven Harper,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Arnold Davis,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Michael Watson,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Marcus Brown,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Deanna Rogers,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Charlotte Harris,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Alford Hill,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Eleanor Jones,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Myra Harper,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Dainton Adams,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Lucia Cooper,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Carina Adams,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Wilson Rogers,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Daisy Payne,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Amanda Brown,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Connie Robinson,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Darcy Wright,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Kirsten Robinson,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Aiden Bailey,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Maria Ross,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Alexia Murphy,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Maddie Armstrong,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Ashton Campbell,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Rebecca Wilson,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Oscar Wells,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Alan Johnston,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Aiden Scott,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Wilson Tucker,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
William Holmes,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Lucy Stevens,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Owen Smith,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Madaline Higgins,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Roman Bailey,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Martin Wilson,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Kelvin Hill,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Leonardo Rogers,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Alan Hunt,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Darcy Jones,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Kirsten Davis,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Clark Owens,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Charlie Morrison,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Lyndon Phillips,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Edith Spencer,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Adrian Harper,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Charlotte Cunningham,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Jasmine Hawkins,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Edward Johnston,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Alina Perry,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Connie Sullivan,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Savana Nelson,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Kelsey Baker,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Lenny Gray,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Honey Roberts,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Henry Wells,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Tara Farrell,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Charlotte Elliott,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Maximilian Wright,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Miller Rogers,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Ellia Owens,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Arianna Cooper,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Julian Spencer,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Heather Harris,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Lyndon Edwards,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Emma Stewart,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Martin Andrews,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Honey Alexander,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Ada Riley,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Savana Carter,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Maria Andrews,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Owen Barnes,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Belinda Miller,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Kate Johnson,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Jacob Richards,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Fenton Dixon,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Jordan Kelly,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Edward West,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Amanda Campbell,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Fenton Craig,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Wilson Howard,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Lyndon Montgomery,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Sawyer Crawford,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Penelope Casey,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Alen Payne,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Michelle Hamilton,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Nicole Holmes,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Lilianna Douglas,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Dale Warren,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Nicholas Brown,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Oliver Barnes,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Daryl Elliott,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Violet Fowler,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Sienna Roberts,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Miranda Hamilton,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Alford Ryan,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Hailey Stevens,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Blake Barnes,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Evelyn Wilson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Michael Mason,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Brad Harper,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Vanessa Grant,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Florrie Spencer,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Ellia Howard,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Victor Payne,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Myra Mason,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Ryan Miller,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Andrew Kelley,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Amelia Alexander,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Audrey Casey,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Edith Lloyd,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Tiana Barnes,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Edith West,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Lily Casey,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Leonardo Clark,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Antony Wright,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Briony Douglas,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Sawyer Mason,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Emma Thomas,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Charlie Hall,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Jessica Morris,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Aldus Stewart,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Kelvin Martin,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Rosie Clark,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Brianna Dixon,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Tiana Parker,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Edwin Perry,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Florrie Stewart,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Grace Robinson,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Lucy Johnson,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Henry Cunningham,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Chester Adams,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Miley Kelly,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Tony Martin,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Caroline Harper,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Daniel Anderson,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Miley Ellis,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Elian Richardson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Thomas Hall,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Spike Watson,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Ellia Brown,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Cadie Rogers,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Dominik Myers,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Chester Johnston,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Jared Stevens,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Walter Henderson,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Michelle Perry,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Olivia Brooks,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Rebecca Foster,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Anna Miller,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Kristian Ross,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Richard Edwards,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Brad Warren,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
James Harris,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Amber Spencer,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Lucia Murphy,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Audrey Ross,"['Shop clerk', 'Cleaning', 'Delivery', 'Waiter']"
Chester Spencer,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Vanessa Mitchell,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Miley Johnson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Chloe Hall,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Joyce Ellis,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Heather Warren,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Elise Chapman,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Kirsten Grant,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Wilson Kelly,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Sawyer Bennett,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Annabella Reed,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Jasmine Alexander,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Walter Kelly,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Martin Warren,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Cherry Douglas,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
George Craig,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Arthur Armstrong,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Eleanor Casey,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Lana Barrett,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Heather Fowler,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Rosie Johnston,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Edwin Owens,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Kate Alexander,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Sydney Wells,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Sienna Tucker,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Paul Edwards,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Michelle Wilson,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Honey Wright,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Jacob Holmes,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Adrian Hunt,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Dexter Perry,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Dexter Wells,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Elise Ellis,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Julian West,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Daisy Kelly,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Alan Ferguson,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Albert Elliott,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Carina Craig,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Madaline Roberts,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Arthur Gray,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Edith Foster,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Abigail Stevens,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Amber Thomas,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Ted Johnson,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Antony Williams,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Lucia Richardson,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Fenton Foster,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Haris Douglas,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Emma Murray,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Emily Roberts,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Adelaide Holmes,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
George Warren,"['Shop clerk', 'Waiter', 'Delivery', 'Cleaning']"
Paul Douglas,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Daisy Myers,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Agata Baker,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Arnold Harrison,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Nicole Allen,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Blake Sullivan,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Adison Fowler,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Reid Wilson,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Oliver Walker,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Alberta Brooks,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Chloe Foster,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Olivia Ferguson,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Valeria Armstrong,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Alfred Phillips,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Alexander Nelson,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Hailey Watson,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Michael Jones,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Antony West,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Tess Hunt,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Rafael Harper,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Honey Barnes,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Briony Watson,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Roman Kelley,"['Shop clerk', 'Waiter', 'Cleaning', 'Delivery']"
Stella Wilson,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Maddie Harrison,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Cadie Campbell,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Henry Owens,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Abraham Andrews,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Jacob Craig,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
William Ferguson,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Adison Richards,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Arianna Murphy,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Haris Cole,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Dainton Reed,"['Cleaning', 'Delivery', 'Waiter', 'Shop clerk']"
Kirsten Brooks,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Martin Jones,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Richard Parker,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Kate Scott,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Mary Wilson,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Heather Myers,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Miley Allen,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Chester Perkins,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Tiana Andrews,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Aston Russell,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
David Chapman,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Maria Hamilton,"['Shop clerk', 'Delivery', 'Waiter', 'Cleaning']"
Mary West,"['Delivery', 'Waiter', 'Shop clerk', 'Cleaning']"
Miller Perry,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Alan Hill,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Natalie Perkins,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Thomas Scott,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Haris Payne,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Kevin Cunningham,"['Shop clerk', 'Cleaning', 'Waiter', 'Delivery']"
Victoria Douglas,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Lilianna Jones,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Catherine Nelson,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Sydney Johnson,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Chloe Thomas,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Paul Walker,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Catherine Murray,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Kristian Taylor,"['Cleaning', 'Shop clerk', 'Waiter', 'Delivery']"
Eric Lloyd,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Marcus Roberts,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Jared Edwards,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Jenna Perry,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Dainton Harper,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
John Reed,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Audrey Cameron,"['Shop clerk', 'Delivery', 'Cleaning', 'Waiter']"
Belinda Anderson,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
Jenna Reed,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Dainton Jones,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Daisy Scott,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Marcus Ferguson,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Hailey Mason,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Julian Thompson,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Nicole Perry,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
Ted Bennett,"['Delivery', 'Cleaning', 'Shop clerk', 'Waiter']"
David Wright,"['Cleaning', 'Waiter', 'Delivery', 'Shop clerk']"
Connie Henderson,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Kelsey Bennett,"['Waiter', 'Shop clerk', 'Cleaning', 'Delivery']"
Kelsey Higgins,"['Waiter', 'Delivery', 'Cleaning', 'Shop clerk']"
Kristian Foster,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Rosie Rogers,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Rubie Hill,"['Delivery', 'Waiter', 'Cleaning', 'Shop clerk']"
Miranda Hunt,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Daniel Evans,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Hailey Kelly,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Julian Warren,"['Cleaning', 'Delivery', 'Shop clerk', 'Waiter']"
Connie Spencer,"['Delivery', 'Shop clerk', 'Cleaning', 'Waiter']"
Audrey Holmes,"['Delivery', 'Cleaning', 'Waiter', 'Shop clerk']"
Hailey Miller,"['Cleaning', 'Waiter', 'Shop clerk', 'Delivery']"
Wilson Miller,"['Waiter', 'Delivery', 'Shop clerk', 'Cleaning']"
Dale Myers,"['Delivery', 'Shop clerk', 'Waiter', 'Cleaning']"
Adrian West,"['Waiter', 'Cleaning', 'Delivery', 'Shop clerk']"
Freddie Roberts,"['Cleaning', 'Shop clerk', 'Delivery', 'Waiter']"
Rebecca Craig,"['Waiter', 'Shop clerk', 'Delivery', 'Cleaning']"
Dainton Wright,"['Waiter', 'Cleaning', 'Shop clerk', 'Delivery']"
