,First Name,Last Name,Age,Number children,Degree,Experience,Years of unemployment,Working environment
473,Steven,Tucker,36,1,high school diploma,12,3,Worker
474,Arthur,Armstrong,38,1,compulsory school,9,3,Generic
475,Brianna,Thomas,40,2,high school diploma,9,3,Generic
476,Daisy,Crawford,30,0,three-year degree,0,1,healthcare
477,Aldus,Russell,38,3,high school diploma,7,1,Informatics
478,Nicholas,Murray,31,1,master degree,5,1,Informatics
479,Arnold,Davis,40,1,high school diploma,7,7,Generic
480,Lyndon,Stewart,33,3,high school diploma,5,1,healthcare
481,Fiona,Ryan,32,2,high school diploma,5,3,Worker
482,Catherine,Stewart,37,1,high school diploma,15,3,Generic
483,Lana,Dixon,36,3,three-year degree,15,1,Informatics
484,Audrey,Bennett,36,2,master degree,9,5,Instruction
485,Ryan,Holmes,37,2,three-year degree,12,0,Informatics
486,Lyndon,Ryan,33,3,high school diploma,3,3,Generic
487,Gianna,Johnston,34,0,high school diploma,9,1,Worker
488,Dale,Lloyd,31,2,master,5,3,Informatics
489,Ellia,Allen,31,0,high school diploma,8,5,Generic
490,Oscar,Barnes,34,3,master degree,9,1,Instruction
491,Emma,Ryan,32,3,compulsory school,8,3,Worker
492,Joyce,Wells,39,3,three-year degree,7,3,Economic
493,Carina,Higgins,34,2,high school diploma,12,3,Informatics
494,Caroline,Farrell,32,1,three-year degree,3,3,Instruction
495,Chester,Crawford,38,0,master degree,9,7,Instruction
496,Julia,Owens,37,1,Ph.D,9,0,Informatics
497,Dainton,Baker,39,3,high school diploma,12,1,Generic
498,Lyndon,Chapman,34,2,Ph.D,12,0,healthcare
499,Wilson,Miller,30,1,high school diploma,7,3,Generic
500,Luke,Watson,40,0,high school diploma,9,3,Informatics
501,Stuart,Cunningham,32,3,high school diploma,5,0,Economic
502,Miley,Reed,32,3,three-year degree,0,0,healthcare
503,Annabella,Thomas,34,1,high school diploma,12,1,Worker
504,Isabella,Thomas,35,3,three-year degree,9,1,Instruction
505,Kellan,Harris,34,2,high school diploma,15,9,Generic
506,Martin,Warren,35,1,high school diploma,9,0,Generic
507,Owen,Chapman,31,3,high school diploma,8,3,Worker
508,Stuart,Farrell,36,1,high school diploma,9,1,Generic
509,James,Evans,39,2,high school diploma,9,7,Generic
510,Jenna,Thomas,40,3,high school diploma,9,7,Generic
511,Thomas,Harris,31,3,compulsory school,7,3,Worker
512,Cadie,Henderson,32,2,master,7,5,Instruction
513,Florrie,Kelly,39,2,high school diploma,9,3,Generic
514,Darcy,Morrison,31,3,compulsory school,7,0,Worker
515,Steven,Jones,38,3,three-year degree,15,7,healthcare
516,Albert,Kelly,37,1,three-year degree,7,1,healthcare
517,Roman,Lloyd,39,1,high school diploma,12,9,Generic
518,Lily,Parker,32,0,master degree,3,1,Informatics
519,Lilianna,Kelley,35,0,three-year degree,9,0,Economic
520,William,Fowler,32,3,master degree,7,0,Instruction
521,Tony,Howard,30,3,high school diploma,7,3,Economic
522,Maria,Evans,35,3,master degree,9,3,Informatics
523,Adelaide,Wright,35,3,three-year degree,7,0,Informatics
524,Maya,Hill,31,1,high school diploma,7,0,Informatics
525,Frederick,Evans,32,3,high school diploma,7,0,Generic
526,Savana,Spencer,39,1,high school diploma,20,3,Generic
527,Roman,Dixon,35,3,high school diploma,9,3,Generic
528,Fiona,Howard,35,2,high school diploma,12,1,Economic
529,Daisy,Richards,32,2,high school diploma,8,5,Generic
530,Miller,Davis,40,2,high school diploma,20,3,Generic
531,Oliver,Johnson,39,3,high school diploma,7,12,Generic
532,Abraham,Taylor,37,0,high school diploma,15,3,Worker
533,Edward,Scott,36,1,high school diploma,5,1,Generic
534,Marcus,Warren,40,1,high school diploma,12,3,Generic
535,Reid,Kelley,39,0,master degree,12,3,Instruction
536,Victor,Lloyd,39,3,Ph.D,5,15,Economic
537,Grace,Davis,31,3,three-year degree,7,3,Economic
538,Maya,Stevens,33,2,master,8,0,Economic
539,Honey,Chapman,37,1,high school diploma,9,3,Generic
540,Nicholas,Hawkins,40,2,three-year degree,12,9,Informatics
541,Mary,Thompson,36,0,compulsory school,15,1,Worker
542,Edith,Henderson,31,0,three-year degree,5,3,Economic
543,Ryan,Owens,30,0,three-year degree,5,0,Economic
544,George,Wells,33,3,high school diploma,8,0,Generic
545,Brooke,Lloyd,31,0,high school diploma,8,1,Generic
546,Kevin,Sullivan,39,0,three-year degree,12,3,Economic
547,Ryan,Elliott,34,3,master degree,9,1,Instruction
548,Amanda,Henderson,30,3,three-year degree,7,0,healthcare
549,Jordan,Russell,31,0,three-year degree,5,1,Informatics
550,Maria,Smith,39,3,three-year degree,9,9,Informatics
551,Honey,Davis,35,2,compulsory school,12,1,Generic
552,Martin,Jones,36,0,compulsory school,12,3,Generic
553,Michael,Thomas,31,0,high school diploma,3,3,Generic
554,Marcus,Holmes,32,0,high school diploma,7,1,Economic
555,Brad,Cameron,30,2,three-year degree,3,1,healthcare
556,Victoria,Dixon,31,1,high school diploma,7,1,Generic
557,Lydia,Craig,35,1,high school diploma,7,3,Instruction
558,Sofia,Smith,35,1,master degree,20,3,healthcare
559,Naomi,Taylor,37,2,three-year degree,12,1,healthcare
560,Dainton,Sullivan,33,1,master,7,3,Economic
561,Wilson,Dixon,30,2,high school diploma,8,0,Economic
562,Adrian,Smith,35,1,three-year degree,9,0,Instruction
563,Cherry,Spencer,40,3,high school diploma,15,5,Generic
564,Daisy,Mitchell,33,3,Ph.D,1,1,Informatics
565,Heather,Nelson,35,2,high school diploma,9,3,Generic
566,Tiana,Russell,37,3,high school diploma,20,3,Generic
567,Henry,Richards,39,3,high school diploma,7,9,Generic
568,Melanie,Lloyd,32,1,high school diploma,0,1,Worker
569,Aida,Reed,38,3,high school diploma,5,7,Informatics
570,Sam,Scott,37,0,master,15,1,Instruction
571,Edith,Morgan,34,1,master degree,0,0,Instruction
572,Isabella,Farrell,40,3,high school diploma,15,3,Economic
573,Jordan,Carroll,30,2,high school diploma,7,1,Worker
574,Tess,Cameron,40,0,high school diploma,9,20,Worker
575,Dexter,Andrews,36,2,high school diploma,5,5,Generic
576,Paul,Barnes,38,1,master,9,9,Instruction
577,Audrey,Holmes,33,1,high school diploma,8,1,Generic
578,Melissa,Cunningham,38,3,high school diploma,15,15,Economic
579,Stuart,Riley,38,1,master degree,9,12,healthcare
580,Vivian,Henderson,39,3,high school diploma,9,7,Worker
581,Thomas,Ryan,34,3,high school diploma,9,0,Generic
582,Sarah,Tucker,32,0,high school diploma,8,1,Generic
583,Catherine,Tucker,32,0,three-year degree,0,5,healthcare
584,Reid,Smith,40,1,high school diploma,9,3,Worker
585,Lenny,Thomas,34,1,high school diploma,20,0,Generic
586,Lilianna,Kelly,40,3,three-year degree,12,5,Informatics
587,Charlie,Cooper,35,0,master,9,3,Informatics
588,Alexander,Miller,38,1,high school diploma,20,7,Economic
589,Patrick,Andrews,34,1,high school diploma,12,1,Informatics
590,Joyce,Phillips,36,3,high school diploma,9,0,Generic
591,Haris,Morgan,40,2,Ph.D,12,9,Economic
592,Fenton,Armstrong,31,3,high school diploma,7,3,Informatics
593,Sienna,Ellis,30,0,high school diploma,7,1,healthcare
594,Evelyn,Kelly,38,1,master degree,7,7,Informatics
595,Lenny,Barnes,44,2,master degree,9,12,Informatics
596,Lucas,Kelley,44,3,compulsory school,12,5,Generic
597,Aida,Campbell,44,2,three-year degree,9,9,Informatics
598,Carlos,Brooks,43,3,high school diploma,3,7,Generic
599,Dominik,Myers,50,0,high school diploma,12,9,Generic
600,April,Edwards,46,1,high school diploma,5,7,Generic
601,Edith,Mason,46,2,high school diploma,15,5,Generic
602,Jared,Roberts,43,0,compulsory school,20,3,Generic
603,Myra,Cole,47,2,master degree,12,3,healthcare
604,Frederick,West,45,3,high school diploma,15,5,Generic
605,Miley,Davis,40,2,three-year degree,15,12,Economic
606,Thomas,Jones,50,2,high school diploma,9,3,Generic
607,Amelia,Farrell,47,0,three-year degree,12,7,Informatics
608,Catherine,Cole,48,3,high school diploma,15,15,Instruction
609,Lily,Wilson,49,1,master degree,15,15,Instruction
610,Arthur,Baker,43,1,high school diploma,9,5,Generic
611,Audrey,Owens,50,3,high school diploma,7,5,Generic
612,Briony,Douglas,49,3,high school diploma,3,3,Generic
613,Preston,Murphy,46,3,three-year degree,12,5,Economic
614,Tess,Carroll,46,0,compulsory school,15,12,Worker
615,Amelia,Murphy,49,3,three-year degree,15,7,healthcare
616,Briony,Warren,49,0,high school diploma,15,20,Generic
617,George,Stewart,45,2,three-year degree,12,3,Economic
618,Audrey,Murphy,48,3,high school diploma,9,12,Generic
619,Madaline,Scott,48,2,compulsory school,15,5,Worker
620,Jasmine,Owens,46,2,high school diploma,20,7,Generic
621,Jasmine,Alexander,46,0,high school diploma,12,9,Generic
622,Derek,Carter,42,1,three-year degree,7,3,Economic
623,Paul,Carroll,45,1,high school diploma,12,12,Generic
624,Jordan,Turner,40,3,master degree,15,3,Instruction
625,Aida,Stevens,48,0,high school diploma,20,9,Generic
626,Bruce,Casey,40,2,high school diploma,9,3,Informatics
627,Melanie,Evans,41,0,compulsory school,9,9,Worker
628,Amber,Craig,49,0,high school diploma,9,12,Generic
629,Preston,Scott,48,1,high school diploma,9,9,Worker
630,Vivian,Holmes,45,2,high school diploma,7,12,Generic
631,Vivian,Cunningham,40,3,compulsory school,7,9,Generic
632,Brianna,Montgomery,41,1,three-year degree,9,3,Instruction
633,Michael,Owens,46,2,high school diploma,12,3,Generic
634,Melanie,Barnes,48,1,three-year degree,12,3,Economic
635,Tiana,Payne,44,1,master degree,9,7,healthcare
636,Kirsten,Roberts,49,2,high school diploma,0,1,Worker
637,Samantha,Hall,45,1,high school diploma,12,1,Generic
638,Derek,Watson,42,3,three-year degree,9,1,Instruction
639,Haris,Ferguson,48,3,master degree,12,3,Informatics
640,Stella,Elliott,41,3,high school diploma,3,1,Economic
641,Kevin,Allen,45,1,high school diploma,15,1,Generic
642,Sawyer,Bennett,48,1,high school diploma,7,12,Generic
643,Adam,Armstrong,40,0,high school diploma,9,3,Worker
644,Kellan,Brown,48,1,high school diploma,15,5,Generic
645,Marcus,Richardson,40,2,high school diploma,12,3,Generic
646,Reid,Murphy,47,3,three-year degree,3,3,Informatics
647,Ashton,Gray,48,1,high school diploma,15,1,Economic
648,Aiden,Reed,40,1,high school diploma,12,7,Generic
649,Catherine,Bailey,42,0,high school diploma,12,7,Instruction
650,Blake,Barnes,42,0,high school diploma,12,0,Generic
651,Amber,Brooks,41,0,high school diploma,15,3,Generic
652,Camila,Wilson,46,3,three-year degree,9,15,healthcare
653,Miranda,Hunt,43,0,high school diploma,9,3,Generic
654,Agata,Riley,47,3,three-year degree,9,5,Economic
655,Tiana,Mason,50,3,high school diploma,12,5,Economic
656,George,Reed,49,3,three-year degree,9,7,Informatics
657,Ada,Dixon,43,2,master,12,9,Informatics
658,Carina,Perry,47,2,compulsory school,7,0,Generic
659,Arthur,Perry,42,2,high school diploma,1,15,healthcare
660,Freddie,Reed,50,0,high school diploma,9,1,Generic
661,Natalie,Roberts,46,2,high school diploma,15,9,Economic
662,Patrick,Sullivan,42,3,three-year degree,9,3,Informatics
663,Emily,Carroll,41,2,high school diploma,15,3,Generic
664,Aiden,Richardson,48,0,high school diploma,9,12,Generic
665,Paul,Cunningham,49,1,high school diploma,12,3,Generic
666,Samantha,Stevens,41,1,high school diploma,12,3,Generic
667,Tess,Cooper,49,1,high school diploma,9,3,Worker
668,Tiana,Barnes,45,2,high school diploma,1,9,Generic
669,Byron,Carroll,40,0,high school diploma,20,7,Generic
670,Roland,Casey,40,1,high school diploma,12,7,Economic
671,Maddie,West,46,2,compulsory school,7,3,Worker
672,Audrey,Casey,42,0,compulsory school,12,7,Generic
673,Vivian,Campbell,49,3,high school diploma,12,3,Informatics
674,Arthur,Owens,43,0,three-year degree,9,5,Informatics
675,Eddy,West,45,3,three-year degree,5,3,healthcare
676,Natalie,Warren,42,1,three-year degree,12,3,Informatics
677,Justin,Turner,42,0,high school diploma,3,7,Instruction
678,Rebecca,Riley,48,2,three-year degree,15,3,Informatics
679,Michael,Mason,47,3,high school diploma,1,9,Generic
680,Samantha,Carroll,42,0,high school diploma,12,3,Generic
681,Eric,Smith,45,3,three-year degree,9,7,Economic
682,Paul,Spencer,47,1,high school diploma,7,3,Generic
683,Paul,Gray,41,2,master degree,12,9,healthcare
684,Amelia,Mason,50,0,master degree,9,3,healthcare
685,Wilson,Johnson,41,2,three-year degree,12,15,Informatics
686,Sofia,Holmes,41,0,Ph.D,12,5,Economic
687,Stella,Owens,48,1,high school diploma,12,3,Generic
688,Miller,Farrell,40,0,compulsory school,7,9,Generic
689,Agata,Campbell,44,1,three-year degree,9,3,healthcare
690,Natalie,Lloyd,40,2,high school diploma,12,7,Worker
691,Adrianna,Armstrong,47,3,three-year degree,12,3,healthcare
692,Adrianna,Payne,48,2,master degree,15,5,Instruction
693,Victoria,Johnson,47,1,high school diploma,15,9,Informatics
694,Henry,Dixon,47,3,compulsory school,12,7,Generic
695,Frederick,Dixon,41,2,high school diploma,12,7,Generic
696,Ryan,Stewart,43,0,three-year degree,12,3,Economic
697,Edward,Nelson,42,2,three-year degree,12,5,Informatics
698,Charlie,Reed,46,1,high school diploma,9,15,Informatics
699,Jordan,Kelly,50,0,high school diploma,15,3,Generic
700,Vanessa,Thomas,42,3,three-year degree,15,1,Informatics
701,Honey,Wells,48,1,high school diploma,12,3,Worker
702,Lucy,Alexander,50,3,three-year degree,9,9,healthcare
703,Darcy,Turner,40,2,high school diploma,7,9,Generic
704,Edith,Williams,43,2,master degree,9,12,Economic
705,Emma,Hamilton,49,2,high school diploma,3,7,Instruction
706,Victor,Payne,41,0,high school diploma,9,9,Generic
707,Isabella,Phillips,46,3,three-year degree,9,9,Informatics
708,Eddy,Walker,49,3,three-year degree,15,3,Informatics
709,Robert,Ryan,50,1,three-year degree,9,3,Economic
710,Jenna,Carroll,41,0,high school diploma,12,3,Worker
711,Stella,Craig,43,2,master,12,3,Economic
712,Agata,Jones,41,3,high school diploma,5,3,Generic
713,Alexia,Douglas,49,3,high school diploma,15,15,Generic
714,Nicholas,West,44,1,three-year degree,12,7,Economic
715,James,Gibson,42,3,high school diploma,12,9,Generic
716,Aldus,Stevens,49,0,three-year degree,9,7,healthcare
717,Kristian,Adams,49,0,three-year degree,9,9,Economic
718,Maximilian,Baker,45,3,master,12,9,healthcare
719,Arnold,Stevens,40,0,three-year degree,12,3,Economic
720,Aiden,Armstrong,45,2,high school diploma,12,9,Generic
721,Naomi,Phillips,41,1,compulsory school,15,3,Generic
722,Ellia,Wilson,42,0,high school diploma,9,3,Worker
723,James,Roberts,48,3,high school diploma,12,3,Generic
724,Ryan,Johnston,46,3,high school diploma,20,3,Generic
725,Alina,Parker,40,0,high school diploma,5,5,Economic
726,Briony,Ellis,43,0,master degree,12,5,healthcare
727,Sienna,West,40,2,high school diploma,9,5,Generic
728,Abigail,Stevens,45,1,high school diploma,7,1,Generic
729,Vincent,Chapman,47,3,high school diploma,12,9,Worker
730,Luke,Richards,41,2,high school diploma,9,5,Generic
731,Kelsey,Cunningham,44,0,compulsory school,3,7,Worker
732,Marcus,Sullivan,49,3,high school diploma,9,12,Economic
733,Joyce,Cole,45,3,three-year degree,0,7,healthcare
734,Audrey,Davis,45,0,three-year degree,12,3,Economic
735,Ryan,Murphy,44,3,compulsory school,15,3,Worker
736,Robert,Moore,41,1,three-year degree,5,5,Informatics
737,John,Cameron,50,0,three-year degree,9,15,Instruction
738,Nicole,Perry,50,3,high school diploma,1,3,Generic
739,Briony,Cole,47,0,high school diploma,9,1,healthcare
740,James,Anderson,40,0,high school diploma,9,12,Generic
741,Haris,Gray,49,1,high school diploma,15,1,Generic
742,Lily,Turner,45,3,three-year degree,5,15,Instruction
743,Savana,Brooks,47,3,high school diploma,12,3,Generic
744,Sawyer,Murphy,50,2,master degree,12,12,Informatics
745,Emily,Roberts,41,0,high school diploma,7,12,Generic
746,Sawyer,Crawford,47,1,compulsory school,12,7,Generic
747,Emma,Barnes,45,0,three-year degree,20,5,healthcare
748,Lana,Tucker,47,2,high school diploma,9,5,Instruction
749,Dominik,Ryan,44,0,three-year degree,9,3,Instruction
750,Connie,Alexander,45,3,three-year degree,12,5,Informatics
751,Lilianna,Casey,49,0,master degree,15,3,Economic
752,Max,Ryan,42,1,three-year degree,12,7,healthcare
753,Alen,Harris,44,3,three-year degree,7,7,Instruction
754,Julian,Thompson,47,1,high school diploma,7,9,Generic
755,Edgar,Wells,50,3,high school diploma,9,7,Instruction
756,Emily,Armstrong,41,2,master degree,12,9,Economic
757,Daryl,Casey,41,2,high school diploma,9,5,Generic
758,Derek,Mason,40,0,high school diploma,9,3,Worker
759,Agata,Scott,46,1,three-year degree,12,0,Instruction
760,Edwin,Wright,49,1,high school diploma,15,5,Generic
761,Roman,Brooks,48,1,high school diploma,15,12,Worker
762,Ned,Hunt,46,0,high school diploma,3,5,Generic
763,Carlos,Bennett,44,1,high school diploma,9,15,Generic
764,Nicholas,Adams,40,1,high school diploma,12,12,Economic
765,Maria,Hamilton,45,0,high school diploma,9,3,Generic
766,Daniel,Reed,45,3,high school diploma,9,3,Generic
767,Ted,Gibson,42,0,three-year degree,9,1,healthcare
768,Vanessa,Barnes,45,3,three-year degree,12,7,Informatics
769,Sienna,Johnston,42,0,three-year degree,9,9,Economic
770,Natalie,Alexander,44,0,compulsory school,9,1,Worker
771,Olivia,Cunningham,43,1,high school diploma,12,7,Generic
772,Sofia,Hill,48,1,master,12,15,healthcare
773,Isabella,Barrett,49,0,high school diploma,9,5,Generic
774,Robert,Martin,44,2,three-year degree,15,5,Instruction
775,George,Cameron,48,0,master,15,1,Economic
776,Kate,Johnson,46,1,high school diploma,9,9,Generic
777,Antony,Andrews,41,0,compulsory school,15,3,Worker
778,Brad,Riley,44,0,high school diploma,9,5,Worker
779,John,Johnson,43,1,compulsory school,5,0,Generic
780,Roland,Cunningham,49,3,high school diploma,9,5,Economic
781,Florrie,Jones,45,0,three-year degree,15,0,Informatics
782,Edward,Brooks,48,3,high school diploma,9,3,Worker
783,Edgar,Martin,41,0,high school diploma,9,7,Economic
784,Garry,Parker,45,2,high school diploma,15,9,Instruction
785,Adrian,Evans,42,3,high school diploma,15,3,Generic
786,Florrie,Andrews,50,3,high school diploma,12,5,Generic
787,Alfred,Wilson,47,3,high school diploma,12,7,Economic
788,Heather,Rogers,42,0,high school diploma,12,5,Generic
789,Andrew,Kelley,47,3,high school diploma,3,3,Generic
790,Alberta,Higgins,42,0,three-year degree,12,3,healthcare
791,Amy,Ross,48,3,compulsory school,9,12,Worker
792,Naomi,Thompson,48,3,master,5,3,Economic
793,Brooke,Tucker,46,1,master degree,9,7,Economic
794,Maria,Perkins,46,2,high school diploma,15,5,Generic
795,Martin,Robinson,40,2,compulsory school,5,9,Generic
796,Emily,Richardson,46,2,high school diploma,7,12,Generic
797,Leonardo,Clark,49,3,high school diploma,3,3,Generic
798,Kirsten,Harris,40,2,high school diploma,9,3,Economic
799,Briony,Lloyd,42,1,high school diploma,12,15,Generic
800,Chester,Johnston,40,0,high school diploma,9,7,Generic
801,Sabrina,Murphy,50,0,three-year degree,12,12,healthcare
802,Madaline,Myers,46,1,three-year degree,12,7,Informatics
803,Adelaide,Barrett,50,3,three-year degree,9,9,Informatics
804,Andrew,Wilson,44,3,compulsory school,9,7,Generic
805,Tyler,Lloyd,41,1,master degree,0,3,Instruction
806,Jared,Cole,49,3,high school diploma,12,5,Generic
807,Lucas,Smith,50,0,high school diploma,9,3,Generic
808,Henry,Davis,45,0,high school diploma,5,1,Generic
809,Chester,Perkins,49,0,high school diploma,12,5,Generic
810,Alexia,Johnson,49,2,high school diploma,12,15,Generic
811,Dexter,Stevens,44,2,three-year degree,9,9,Economic
812,Elian,Murphy,41,3,high school diploma,15,3,Generic
813,Ned,Mitchell,42,2,three-year degree,15,7,healthcare
814,Mike,Kelley,47,1,master degree,9,3,Economic
815,Justin,Howard,43,1,high school diploma,9,3,Generic
816,Ted,Parker,43,0,high school diploma,9,3,Worker
817,Alfred,Cunningham,45,0,compulsory school,20,3,Generic
818,Miley,Nelson,50,2,high school diploma,12,15,Worker
819,Olivia,Bennett,42,1,three-year degree,9,3,Instruction
